"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009410","GO:0009410","response to xenobiotic stimulus","76/1935","443/18860",0.171557562076749,1.67213210375581,4.84041429528072,4.88376193939757e-06,0.00028106049961233,0.000225424169518509,"COL1A1/CA9/SULT1A1/PDX1/IL1B/FUT1/LRP8/C1orf115/UGT1A1/MMP7/SPINK4/ITGA2/RAD54B/CYP3A4/ABCC2/MYC/AHRR/ABCB11/SULT1A2/CRHBP/LOX/CTPS1/SMOX/BCL2/SST/PDE2A/LPO/E2F1/MMP2/CYP4F12/CMBL/GSTM2/KCNH2/SLC1A1/CES3/GRIN2A/HMGCS2/FMO5/UGT1A10/UGT1A8/CCNB1/EMX1/COL18A1/SLC28A3/FMO2/SULT1B1/RAD54L/EMX2/ADIPOQ/ADRA1A/CPS1/MIR186/HSD11B2/ABCC8/CYP3A7/DRD2/UGT2A3/KCNE2/LCN2/SLC29A1/TP73/FMO1/BGLAP/GPLD1/BCHE/ACTC1/SLCO1A2/SCNN1B/UGT1A7/SLC10A1/UGT1A9/GAL/GABRB3/CYP2W1/OTC/AMH",76
"GO:0072163","GO:0072163","mesonephric epithelium development","26/1935","99/18860",0.262626262626263,2.55975778456399,5.26116889288992,4.98658508854619e-06,0.000281350952790032,0.000225657127071982,"KIF26B/ROBO2/TACSTD2/SIX4/SOX9/SIX1/MYC/VEGFA/BMP2/AGT/BCL2/TCF21/WT1/BMP7/CALB1/SHH/WNT11/FGF1/CITED1/SALL1/ADAMTS16/FOXD1/FGFR2/FOXC2/TMEM59L/WNT1",26
"GO:0072164","GO:0072164","mesonephric tubule development","26/1935","99/18860",0.262626262626263,2.55975778456399,5.26116889288992,4.98658508854619e-06,0.000281350952790032,0.000225657127071982,"KIF26B/ROBO2/TACSTD2/SIX4/SOX9/SIX1/MYC/VEGFA/BMP2/AGT/BCL2/TCF21/WT1/BMP7/CALB1/SHH/WNT11/FGF1/CITED1/SALL1/ADAMTS16/FOXD1/FGFR2/FOXC2/TMEM59L/WNT1",26
"GO:0042471","GO:0042471","ear morphogenesis","32/1935","136/18860",0.235294117647059,2.29335765313877,5.11828248445321,5.57752296985553e-06,0.000311637327102122,0.000249948270033894,"COL11A1/CTHRC1/EDNRA/PRRX1/WNT5A/SPARC/SIX4/CDH23/TFAP2A/PTK7/SOX9/SIX1/MYC/TWIST1/ALDH1A3/USH1G/OTX1/ITGA8/MYO3A/GRHL3/PDZD7/GBX2/TBX18/NTN1/SLITRK6/HPN/HMX2/TMIE/HMX3/FGFR2/NKX3-2/WNT1",32
"GO:0001658","GO:0001658","branching involved in ureteric bud morphogenesis","19/1935","61/18860",0.311475409836066,3.03587918837633,5.38499150686162,6.40978570935196e-06,0.000354695353435774,0.000284482898132676,"TACSTD2/SIX4/SOX9/SIX1/MYC/VEGFA/BMP2/AGT/BCL2/TCF21/WT1/SHH/FGF1/CITED1/SALL1/ADAMTS16/FOXD1/TMEM59L/WNT1",19
"GO:0061437","GO:0061437","renal system vasculature development","13/1935","32/18860",0.40625,3.95962532299742,5.66558950798324,7.12944554542062e-06,0.000387075085980148,0.000310453016054314,"ANGPT2/EDNRA/IL6R/NOTCH3/PDGFRB/GPR4/SERPINB7/TCF21/WT1/PDGFB/BMP7/PDGFD/FOXC2",13
"GO:0061440","GO:0061440","kidney vasculature development","13/1935","32/18860",0.40625,3.95962532299742,5.66558950798324,7.12944554542062e-06,0.000387075085980148,0.000310453016054314,"ANGPT2/EDNRA/IL6R/NOTCH3/PDGFRB/GPR4/SERPINB7/TCF21/WT1/PDGFB/BMP7/PDGFD/FOXC2",13
"GO:0060541","GO:0060541","respiratory system development","46/1935","231/18860",0.199134199134199,1.94091524324082,4.86516080393423,7.99430023835734e-06,0.000429973811885481,0.000344859877473654,"PDPN/WNT2/MMP14/SIM2/STRA6/WNT5A/COL3A1/SOX11/TNC/SIX4/ADAMTS2/FGFRL1/LEF1/SLC7A11/PTK7/SOX9/SIX1/WNT7B/FGF18/ALDH1A3/LOX/VEGFA/MMP12/SLC23A1/BMP2/CELSR1/NOS3/TCF21/WT1/LAMA1/HMGCS2/THRB/SHH/RSPO2/WNT11/CLDN18/FGF1/ASCL1/IGFBP5/ABCA12/EDN2/MME/TP73/NODAL/HHIP/FGFR2",46
"GO:2000027","GO:2000027","regulation of animal organ morphogenesis","23/1935","84/18860",0.273809523809524,2.66875845945613,5.18283116153448,8.14912441180467e-06,0.000434242694351258,0.000348283728516213,"SULF1/WNT2/ROBO2/WNT5A/TACSTD2/SIX4/PAX9/SOX9/SIX1/SAPCD2/VEGFA/BMP2/AGT/DMRT3/WT1/BMP7/APCDD1/SHH/RSPO2/FGF1/MESP1/DKK1/CAV3",23
"GO:0002675","GO:0002675","positive regulation of acute inflammatory response","12/1935","28/18860",0.428571428571429,4.17718715393134,5.68864807359471,8.30834492650889e-06,0.00043866536745008,0.000351830927114838,"OSM/C2CD4A/IL1B/CREB3L3/IL6/FCGR1A/PTGS2/ZP3/C2CD4B/FFAR2/TNFSF11/FFAR3",12
"GO:0042472","GO:0042472","inner ear morphogenesis","28/1935","114/18860",0.245614035087719,2.39394351511855,5.04752840212717,8.87896445655239e-06,0.0004624138940589,0.000370878398728479,"COL11A1/CTHRC1/PRRX1/WNT5A/SPARC/SIX4/CDH23/TFAP2A/PTK7/SOX9/SIX1/ALDH1A3/USH1G/OTX1/ITGA8/MYO3A/GRHL3/PDZD7/GBX2/TBX18/NTN1/SLITRK6/HPN/HMX2/TMIE/HMX3/FGFR2/WNT1",28
"GO:0098659","GO:0098659","inorganic cation import across plasma membrane","32/1935","139/18860",0.23021582733813,2.24386072537319,4.97679910265439,9.06109174560257e-06,0.0004624138940589,0.000370878398728479,"SLC39A10/KCNJ15/TRPV3/CACNA1C/ATP1B2/CACNA1D/KCNK9/SLC5A6/P2RX1/TRPV6/HCN1/AQP8/KCNH2/SLC8A3/PCSK9/MS4A1/ATP12A/SLC9A2/SLC39A12/ATP1A2/ABCC8/ANK2/NALF2/KCNE2/LCN2/TRPV4/TRPV1/SCNN1G/CACNA1A/SCNN1B/SLC9A3/SLC30A8",32
"GO:0099587","GO:0099587","inorganic ion import across plasma membrane","32/1935","139/18860",0.23021582733813,2.24386072537319,4.97679910265439,9.06109174560257e-06,0.0004624138940589,0.000370878398728479,"SLC39A10/KCNJ15/TRPV3/CACNA1C/ATP1B2/CACNA1D/KCNK9/SLC5A6/P2RX1/TRPV6/HCN1/AQP8/KCNH2/SLC8A3/PCSK9/MS4A1/ATP12A/SLC9A2/SLC39A12/ATP1A2/ABCC8/ANK2/NALF2/KCNE2/LCN2/TRPV4/TRPV1/SCNN1G/CACNA1A/SCNN1B/SLC9A3/SLC30A8",32
"GO:0070588","GO:0070588","calcium ion transmembrane transport","61/1935","339/18860",0.179941002949853,1.75384357397117,4.73570178783103,9.21483567345363e-06,0.0004624138940589,0.000370878398728479,"CEMIP/EDNRA/DHRS7C/F2R/CACNG8/SLC35G1/PLCL2/THY1/GRIN2D/TRPV3/GRIN2B/NTSR1/CACNA1C/PLCG2/NCS1/CBARP/TMEM37/PLCE1/CNGB1/BCL2/CACNA1D/GRIN3A/PLCB4/CD19/CXCL11/P2RX1/TRPM6/JPH1/TRPV6/GSTM2/RYR1/GRIN2A/P2RX6/SLC8A3/PKD1L2/MS4A1/NPSR1/FASLG/P2RX2/PLCB1/ATP1A2/ANK2/DRD2/ATP2B2/BHLHA15/GPER1/NALF2/SLN/RGS9/TRPV4/CATSPER1/TRPV1/RYR2/ASIC1/CALHM1/CACNG4/CALML3/CACNA1A/CACNG7/JPH4/MCOLN2",61
"GO:0042742","GO:0042742","defense response to bacterium","64/1935","361/18860",0.177285318559557,1.72795922895775,4.72195677639171,9.2172203256108e-06,0.0004624138940589,0.000370878398728479,"SLC11A1/TREM1/ANXA3/IL1B/IL6/RIPK2/IL6R/KRT6A/MMP7/FPR2/ADGRB1/KLK7/CEBPB/IL23A/ADAMTS4/DAO/CXCL6/S100A9/STAB2/S100A8/SPON2/CD160/SERPINE1/IL17A/FCGR1A/LPO/TSLP/IGHA2/IGHG1/JCHAIN/NPY/GSDMC/LGALS4/COLEC12/DEFA6/PPBP/FCER2/IGHA1/SELP/IGHG3/LYPD8/CXCL13/NR1H4/GBP7/CLEC4E/IGKV3-20/DMBT1/LCN2/H2BC6/PLAC8/RNASE13/CCL20/H2BC7/WFDC3/AICDA/IGHG4/SCNN1B/DEFB1/CLEC4D/IGHM/IGHD/IL17F/PGC/REG3G",64
"GO:1903532","GO:1903532","positive regulation of secretion by cell","57/1935","310/18860",0.183870967741935,1.79214803700925,4.75500213786674,9.24180912307459e-06,0.0004624138940589,0.000370878398728479,"INHBA/IL1A/TMEM132A/PDX1/SOX11/IL1B/CADPS/F2RL2/SOX4/APLN/MYOM1/TFR2/NTSR1/SPP1/NMU/CXCL12/BLK/HCAR2/NNAT/BMP2/VSNL1/NMB/CD160/GPR158/ZP3/FFAR2/PRKCB/P2RY1/BMP6/EDN3/INHBB/PLCB1/KISS1/RASL10B/NR1H4/UCN3/ABCC8/GCG/DRD2/GPER1/RPH3A/DOC2A/CYP19A1/BGLAP/TNFSF11/KLRC2/GPLD1/MLXIPL/ECRG4/FFAR1/TGFB2/GAL/GALR1/GRP/SYT10/LEP/SLC30A8",57
"GO:0071398","GO:0071398","cellular response to fatty acid","15/1935","42/18860",0.357142857142857,3.48098929494278,5.44249802009788,9.32059282551388e-06,0.0004624138940589,0.000370878398728479,"PDK4/E2F1/AKR1C2/FFAR2/HMGCS2/CLDN1/CCNB1/DGAT2/PLCB1/CPS1/NR1H4/AKR1C4/KCNK2/FFAR3/CAV3",15
"GO:0098754","GO:0098754","detoxification","36/1935","166/18860",0.216867469879518,2.1137573550014,4.87336551863687,1.08348248285943e-05,0.000532943734090258,0.00042744675549605,"SLC11A1/AQP9/ABCG2/GPX8/SLC22A5/S100A9/SLC30A10/SLC47A1/SLC22A3/HBA2/NOS3/PXDN/LPO/NXN/CP/BMP7/PTGS2/AQP8/GSTM2/AKR1B10/FABP1/MT2A/UGT1A10/MT1E/HBB/MT1M/MT1X/MIR186/PDZK1/HBA1/MT1F/GPX3/SLC22A2/DUOX2/UGT1A7/MT1H",36
"GO:0015718","GO:0015718","monocarboxylic acid transport","38/1935","180/18860",0.211111111111111,2.05765144989951,4.82087490123903,1.20525545447649e-05,0.00058781738478917,0.000471458088124836,"SLCO4A1/ABCG2/IL1B/ABCC2/NTSR1/SLC27A6/ABCB11/SLC22A3/NMB/SLC2A1/SLC5A6/PTGS2/SLC51B/PLA2G2D/ABCD2/FABP1/FABP6/ERFE/AVPR1B/CLDN2/NR1H4/DRD2/FABP4/CEACAM1/FABP2/SLC16A9/CRABP2/SLC5A8/SLC10A2/TNFSF11/AKR1C4/SLC22A2/SLCO1A2/CRABP1/SLC51A/SLC10A1/RBP1/LEP",38
"GO:0048565","GO:0048565","digestive tract development","32/1935","141/18860",0.226950354609929,2.21203291366577,4.88447761948595,1.23894189152315e-05,0.000599168956782833,0.000480562600117558,"CXCL8/PDX1/STRA6/WNT5A/COL3A1/SOX11/SOX9/BCL2/TCF21/PCSK5/HMGCS2/NPY/SHH/KIT/WNT11/CLDN18/CCNB1/TMIGD1/MIXL1/EPHB3/ASCL1/CPS1/SALL1/FOXF2/TP73/NODAL/NKX2-3/PYY/TGFB2/FGFR2/NKX3-2/OTC",32
"GO:0035725","GO:0035725","sodium ion transmembrane transport","39/1935","187/18860",0.20855614973262,2.03274882891846,4.79892477333136,1.2561455298415e-05,0.000602426460353153,0.00048317527617149,"SLC6A6/TESC/SLC5A11/TRPV3/SLC17A8/SLC17A4/SLC6A20/SLC4A11/CNGB1/SLC23A1/ATP1B2/AGT/CNNM4/SLC13A3/SLC38A5/KCNK9/SLC5A6/SLC13A1/HCN1/GRIN2A/FXYD5/SLC17A7/SLC8A3/SLC4A4/PCSK9/ATP12A/SLC9A2/SLC28A3/FXYD1/ATP1A2/SLC6A14/SLC5A8/SCNN1G/ASIC1/FXYD4/FXYD3/SCNN1B/SLC9A3/CAV3",39
"GO:0003156","GO:0003156","regulation of animal organ formation","12/1935","29/18860",0.413793103448276,4.03314621758888,5.52702119713589,1.2851808980097e-05,0.00061125752628478,0.000490258219901918,"SULF1/WNT2/ROBO2/WNT5A/SIX1/BMP2/WT1/BMP7/SHH/FGF1/MESP1/DKK1",12
"GO:0006821","GO:0006821","chloride transport","30/1935","129/18860",0.232558139534884,2.26669070368367,4.88113065490366,1.38133746592864e-05,0.00064789798796465,0.000519645649499289,"BEST4/CA7/TTYH3/PRKG2/PACC1/SLC17A8/SLC26A2/CLCA4/GABRD/GLRB/OCA2/P2RY4/SLC1A1/CA2/SLC17A7/SLC26A3/GABRP/CLIC5/CLCN4/FXYD1/SLC6A14/AQP6/SLC5A8/GABRG1/FXYD3/KCNK2/SLC1A7/CLCN1/GABRB3/GABRG2",30
"GO:0030728","GO:0030728","ovulation","9/1935","17/18860",0.529411764705882,5.16005471956224,5.80208325229498,1.39599218953287e-05,0.00064789798796465,0.000519645649499289,"INHBA/HPGD/NOS3/MMP2/AFP/GAS2/INHBB/EREG/LEP",9
"GO:0072109","GO:0072109","glomerular mesangium development","9/1935","17/18860",0.529411764705882,5.16005471956224,5.80208325229498,1.39599218953287e-05,0.00064789798796465,0.000519645649499289,"IL6R/PDGFRB/GPR4/SERPINB7/WT1/PDGFB/BMP7/PDGFD/FOXC2",9
"GO:0097553","GO:0097553","calcium ion transmembrane import into cytosol","40/1935","195/18860",0.205128205128205,1.99933744119791,4.74297618270015,1.47636339102807e-05,0.000679717705229322,0.000545166607971206,"CEMIP/DHRS7C/F2R/PLCL2/THY1/GRIN2D/TRPV3/GRIN2B/NTSR1/CACNA1C/PLCG2/PLCE1/BCL2/CACNA1D/PLCB4/CD19/CXCL11/P2RX1/JPH1/TRPV6/GSTM2/RYR1/GRIN2A/SLC8A3/MS4A1/NPSR1/FASLG/P2RX2/PLCB1/ATP1A2/ANK2/DRD2/GPER1/NALF2/TRPV4/TRPV1/RYR2/CALML3/CACNA1A/JPH4",40
"GO:0060602","GO:0060602","branch elongation of an epithelium","10/1935","21/18860",0.476190476190476,4.64131905992371,5.64514283374441,1.53578000022135e-05,0.000701275931049591,0.00056245735198728,"WNT5A/TNC/SIX4/SOX9/SIX1/SHH/AREG/FGF1/ESR1/FGFR2",10
"GO:0048562","GO:0048562","embryonic organ morphogenesis","56/1935","308/18860",0.181818181818182,1.77214000469814,4.61967603320971,1.54755939606078e-05,0.000701275931049591,0.00056245735198728,"COL11A1/CTHRC1/MFAP2/MDFI/EDNRA/MMP14/PRRX1/STRA6/WNT5A/SOX11/SPARC/TBX15/MTHFD1L/SIX4/CDH23/TFAP2A/PTK7/SOX9/SIX1/MYC/TWIST1/ALDH1A3/USH1G/OTX1/HOXD3/ITGA8/MYO3A/TCF21/BMP7/GRHL3/TBX20/PDZD7/GBX2/HOXB8/SHH/WNT11/TBX18/NTN1/HOXD4/SLITRK6/HAND1/HPN/PAX5/HMX2/MESP1/FOXF2/FOLR1/RYR2/NODAL/MMP16/TMIE/HMX3/FGFR2/NKX3-2/FOXC2/WNT1",56
"GO:0010565","GO:0010565","regulation of ketone metabolic process","33/1935","149/18860",0.221476510067114,2.15868060974975,4.80113425376879,1.56856754092125e-05,0.000705242671718889,0.000565638870636486,"IL1B/GDF15/UGT1A1/NME1/APPL2/SOX9/ABCB11/TWIST1/TRIB3/BMP2/BMP5/PDK4/PPARGC1A/PTGS2/GPIHBP1/ABCD2/FGF19/UGT1A10/UGT1A8/BMP6/ERFE/FMO2/DGAT2/ADIPOQ/NR1H4/EDN2/CEACAM1/FMO1/BGLAP/ACADL/MLXIPL/UGT1A7/UGT1A9",33
"GO:0042180","GO:0042180","ketone metabolic process","46/1935","237/18860",0.194092827004219,1.89177814847523,4.67134189174494,1.59942434547251e-05,0.000713541636294132,0.000572295043239247,"INHBA/IL1B/GDF15/UGT1A1/NME1/APPL2/SOX9/ABCB11/TWIST1/TRIB3/BMP2/BMP5/PDK4/CYP4F12/PPARGC1A/PTGS2/GPIHBP1/TDO2/AKR1C2/ABCD2/AKR1B10/FGF19/UGT1A10/AFP/UGT1A8/BMP6/ERFE/FMO2/DGAT2/ADIPOQ/NR1H4/HSD11B2/EDN2/IDO2/CEACAM1/IDO1/FMO1/CYP19A1/HSD17B3/BGLAP/AKR1C4/ACADL/MLXIPL/SCNN1B/UGT1A7/UGT1A9",46
"GO:0007369","GO:0007369","gastrulation","41/1935","203/18860",0.201970443349754,1.96855946334695,4.69125324920673,1.71281105419155e-05,0.000758248278220951,0.000608151941103639,"COL11A1/INHBA/COL8A1/COL5A2/MMP14/COL12A1/DUSP4/COL7A1/WNT5A/APELA/APLN/COL5A1/SNAI1/ITGA2/LEF1/MMP8/UGDH/KLF4/ITGA8/MMP2/TGIF2/BMP7/MMP9/TENM4/TBX20/WNT11/COL4A2/MIXL1/HAND1/IL1RN/ADIPOQ/MESP1/TLX2/NODAL/WNT3/DKK1/FN1/FGFR2/ITGA5/FOXC2/ELF5",41
"GO:0007565","GO:0007565","female pregnancy","40/1935","197/18860",0.203045685279188,1.97903959915529,4.67065855145534,1.89611780647691e-05,0.000832989158494244,0.00066809775664132,"ANGPT2/STC1/TEAD4/CORIN/IL1B/APELA/ITGA2/APLF/SPP1/CYP27B1/CRHBP/HPGD/STC2/DCAF13/PNOC/VEGFA/BCL2/IGFBP7/SLC2A1/MMP2/ADRA2A/EPYC/PTGS2/MMP9/TIMP1/DSG1/PCSK5/CLIC5/OXTR/STOX2/IGFBP5/PTN/ESR1/HSD11B2/ABCC8/IDO1/NODAL/HMX3/ITGA5/LEP",40
"GO:0010959","GO:0010959","regulation of metal ion transport","65/1935","377/18860",0.172413793103448,1.68047759066203,4.51267178148108,1.97181557341088e-05,0.000859681714013606,0.000689506482408828,"CEMIP/DHRS7C/STC1/F2R/TESC/IL16/ANK3/PDGFRB/THY1/TRPV3/CCL5/NTSR1/CACNA1C/PLPP4/CBARP/HOMER1/STC2/CXCL12/OPRD1/ATP1B2/AGT/BCL2/NOS3/CACNA1D/ADRA2A/SERPINE2/PDGFB/CD19/CXCL11/P2RX1/JPH1/HOMER2/GSTM2/KCNH2/FXYD5/PCSK9/MS4A1/FCRL3/CNTN1/LILRA5/NPSR1/EDN3/P2RX2/FXYD1/ATP1A2/LRRC55/ABCC8/ANK2/GCG/DRD2/GPER1/SLN/KCNE2/LCN2/RGS9/RYR2/CAMK2B/RGS4/FXYD4/FXYD3/CALML3/FFAR1/CAV3/JPH4/GAL",65
"GO:0048705","GO:0048705","skeletal system morphogenesis","45/1935","232/18860",0.193965517241379,1.89053728949479,4.61475302832814,2.00162765720453e-05,0.000866117832121209,0.000694668561681193,"COL11A1/SFRP4/COL1A1/MDFI/STC1/MMP14/COMP/PRRX1/COL3A1/SOX11/MMP13/TBX15/ATG9B/MSX2/MTHFD1L/SIX4/SERPINH1/TFAP2A/SOX9/SIX1/MYC/TWIST1/FGF18/VEGFA/HOXD3/MMP2/SP5/BMP7/HOXB8/BMP6/HOXD4/AXIN2/CHAD/PAX5/IFITM5/GHR/COL27A1/TRPV4/NODAL/MMP16/HHIP/TGFB2/FGFR2/NKX3-2/FOXC2",45
"GO:0007218","GO:0007218","neuropeptide signaling pathway","27/1935","113/18860",0.238938053097345,2.32887425396172,4.79063072622782,2.17970991198099e-05,0.000936136607720193,0.000750827019955745,"NPFFR1/NTSR1/NMU/PTGDR2/GPR84/ECEL1/GLRB/PNOC/OPRD1/NMB/SSTR3/PROK2/NPY/NPSR1/TYRO3/NPW/GPR143/GRPR/SSTR1/NXPH4/NPY4R/PYY/ECRG4/GAL/GALR1/GRP/SORCS3",27
"GO:0051924","GO:0051924","regulation of calcium ion transport","46/1935","240/18860",0.191666666666667,1.86813092161929,4.57653179842693,2.23164226633799e-05,0.000951340832798157,0.000763021546814197,"CEMIP/DHRS7C/STC1/F2R/IL16/PDGFRB/THY1/TRPV3/CCL5/NTSR1/CACNA1C/PLPP4/CBARP/HOMER1/STC2/CXCL12/OPRD1/BCL2/NOS3/CACNA1D/ADRA2A/PDGFB/CD19/CXCL11/P2RX1/JPH1/HOMER2/GSTM2/MS4A1/FCRL3/LILRA5/NPSR1/P2RX2/ATP1A2/ANK2/GCG/GPER1/SLN/RGS9/RYR2/CAMK2B/RGS4/CALML3/FFAR1/CAV3/JPH4",46
"GO:0044060","GO:0044060","regulation of endocrine process","15/1935","45/18860",0.333333333333333,3.2489233419466,5.10698137380914,2.41979736652763e-05,0.00102396572385048,0.000821270236240223,"INHBA/F2R/APLN/SPP1/CRHBP/AGT/KCNK9/BMP6/INHBB/KISS1/CYP19A1/ECRG4/GAL/GALR1/LEP",15
"GO:0060986","GO:0060986","endocrine hormone secretion","18/1935","61/18860",0.295081967213115,2.87609607319863,4.96235802100236,2.55310114096923e-05,0.00106621783394086,0.000855158480375086,"INHBA/IL1B/APLN/SPP1/CRHBP/HCAR2/AGT/KCNK9/TRPV6/BMP6/INHBB/KISS1/CYP19A1/FOXD1/ECRG4/GAL/GALR1/LEP",18
"GO:0072111","GO:0072111","cell proliferation involved in kidney development","10/1935","22/18860",0.454545454545455,4.43035001174536,5.44336999966153,2.55669958442814e-05,0.00106621783394086,0.000855158480375086,"IL6R/PDGFRB/MYC/SERPINB7/BMP2/WT1/PDGFB/BMP7/PDGFD/SHH",10
"GO:0019731","GO:0019731","antibacterial humoral response","21/1935","78/18860",0.269230769230769,2.62413039157225,4.85996064748247,2.6307293553502e-05,0.00108919765755686,0.000873589414858812,"MMP7/KLK7/SPON2/IGHA2/IGHG1/JCHAIN/NPY/LGALS4/DEFA6/IGHA1/IGHG3/IGKV3-20/DMBT1/H2BC6/H2BC7/WFDC3/IGHG4/DEFB1/IGHM/IGHD/PGC",21
"GO:0015833","GO:0015833","peptide transport","53/1935","292/18860",0.181506849315068,1.76910551838873,4.47847614982083,2.71327385006476e-05,0.00111534935765162,0.000894564348310827,"PDX1/ILDR2/IL1B/F2RL2/SOX4/APLN/IL6/MMP7/ADCY5/TFR2/CCL5/SLC7A11/CRHBP/NMU/BLK/NNAT/S100A8/VSNL1/SLC13A3/ADRA2A/CA2/FFAR2/PRKCB/CWH43/CLEC4M/GPR119/EDN3/INHBB/IL1RN/PLCB1/RASL10B/ABCA12/NR1H4/UCN3/ABCC8/GCG/DRD2/GPER1/TRPV4/TRPV1/BRSK2/TNFSF11/GPLD1/EPHA5/MLXIPL/FFAR3/ECRG4/FFAR1/ADRA2C/GAL/GRP/LEP/SLC30A8",53
"GO:0030323","GO:0030323","respiratory tube development","41/1935","207/18860",0.198067632850242,1.93051966695378,4.55168145153395,2.76832083977046e-05,0.00112990683921128,0.000906240155460505,"PDPN/WNT2/MMP14/SIM2/STRA6/WNT5A/COL3A1/SOX11/TNC/ADAMTS2/SLC7A11/PTK7/SOX9/WNT7B/FGF18/LOX/VEGFA/MMP12/SLC23A1/BMP2/CELSR1/NOS3/TCF21/LAMA1/PCSK5/HMGCS2/THRB/SHH/RSPO2/WNT11/CLDN18/FGF1/ASCL1/IGFBP5/ABCA12/EDN2/MME/TP73/NODAL/HHIP/FGFR2",41
"GO:0071674","GO:0071674","mononuclear cell migration","45/1935","235/18860",0.191489361702128,1.86640277090549,4.51898707567475,2.79165727512794e-05,0.00113140757875784,0.000907443821455598,"MMP14/WNT5A/STAP1/CNN2/IL6/SPNS2/IL6R/FPR2/CCL5/ASCL2/ITGAL/CXCL12/CCL23/CXCR2/ITGB7/BMP5/SERPINE1/MMP2/GPR15/P2RY12/PDGFB/ZAP70/CXCL11/CXCR1/CXCL17/PDGFD/CRTAM/CCR2/JAM2/TBX21/CD200R1/PLCB1/PADI2/CXCL13/TRIM55/EDN2/ADTRP/PF4/TRPV4/CCL20/CYP19A1/TNFSF11/MMP28/CCL7/MCOLN2",45
"GO:0050878","GO:0050878","regulation of body fluid levels","66/1935","389/18860",0.169665809768638,1.65369362906279,4.40493318261908,2.87606210353852e-05,0.00115746415425624,0.000928342460361901,"FAP/PDPN/PLAU/ANGPT2/COMP/F2R/COL3A1/F2RL2/APLN/IL6/IL6R/NME1/ITGA2/SLC7A11/PLCG2/TSPAN18/VEGFA/F7/CEL/NOS3/SERPINE1/SLC22A4/ADRA2A/CYP4F12/P2RY12/SERPINE2/TFPI2/PDGFB/P2RX1/F5/SCUBE1/GUCA2B/P2RY1/SERPINA10/SHH/NFE2/TYRO3/OXTR/F13A1/HBB/VWF/NEURL1/SELP/ANGPTL1/ANGPTL6/HSD11B2/DRD2/ADTRP/PF4/KNG1/CEACAM1/PRSS56/TRPV4/SLC29A1/CORO2B/AQP6/TP73/SERPIND1/DGKI/SCNN1G/NKX2-3/C4BPB/SLC22A2/SCNN1B/FN1/ADRA2C",66
"GO:0019217","GO:0019217","regulation of fatty acid metabolic process","27/1935","115/18860",0.234782608695652,2.28837209302326,4.68579174786259,3.04711404052874e-05,0.00121778759050298,0.000976724785651937,"IL1B/GDF15/UGT1A1/NME1/APPL2/SOX9/ABCB11/TWIST1/TRIB3/PDK4/PPARGC1A/PTGS2/GPIHBP1/ABCD2/UGT1A10/UGT1A8/ERFE/FMO2/DGAT2/ADIPOQ/EDN2/CEACAM1/FMO1/ACADL/MLXIPL/UGT1A7/UGT1A9",27
"GO:0002429","GO:0002429","immune response-activating cell surface receptor signaling pathway","61/1935","353/18860",0.172804532577904,1.68428603845957,4.38826145939989,3.27233154107768e-05,0.00129877710475187,0.00104168230908353,"SLC39A10/STAP1/RIPK2/PLCL2/FPR1/FPR2/THY1/APPL2/TRGC1/PLCG2/PLPP4/IRAK2/KLHL6/CD79A/BLK/CD3E/TRAT1/BCL2/CD160/CR2/CD79B/FOXP3/TRGC2/CD19/ZAP70/IGHA2/IGHG1/CD22/FCMR/CD8A/CD3G/IGLC3/IGKC/FFAR2/HHLA2/CD8B/PRKCB/MS4A1/FCRL3/KLRC1/FCER2/IGHA1/THEMIS/IGLC7/LAX1/IGHG3/FCN3/BTNL8/KLRC4/BANK1/KLRC3/CEACAM1/KLRC2/IGLC6/GPLD1/BMX/IGHG4/TNIP3/BTNL3/IGHM/IGHD",61
"GO:0045666","GO:0045666","positive regulation of neuron differentiation","24/1935","97/18860",0.247422680412371,2.41157196515624,4.71273726442956,3.33286321239557e-05,0.00131374162926963,0.00105368458445239,"GDPD5/SOX11/CXCL12/NEUROG3/ECT2/HOXD3/BMP2/HEYL/TGIF2/BMP7/VWC2/PCP4/GDF7/FEZF1/BMP6/ASCL1/IRX3/NAP1L2/RNF112/BRINP3/BRINP2/DKK1/ADRA2C/GDF5",24
"GO:0002790","GO:0002790","peptide secretion","49/1935","266/18860",0.184210526315789,1.79545763633891,4.41780901058521,3.62458667393478e-05,0.00141901335431936,0.00113811762013634,"PDX1/ILDR2/IL1B/F2RL2/SOX4/APLN/IL6/MMP7/ADCY5/TFR2/CCL5/CRHBP/NMU/BLK/NNAT/S100A8/VSNL1/ADRA2A/FFAR2/PRKCB/CWH43/GPR119/EDN3/INHBB/IL1RN/PLCB1/RASL10B/ABCA12/NR1H4/UCN3/ABCC8/GCG/DRD2/GPER1/TRPV4/TRPV1/BRSK2/TNFSF11/GPLD1/EPHA5/MLXIPL/FFAR3/ECRG4/FFAR1/ADRA2C/GAL/GRP/LEP/SLC30A8",49
